trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode
36.10027695,-115.16782379,BoldynPasspoint,0,20240603-00000,2024-06-04T02:00:00.000Z,2024-06-03T20:00:00.000Z,2024-06-03T21:00:00.000Z,00:27:90:4D:44:CF,,infra,,2,0,?,?,?,False,36,cae505 f4f5e8f5f4,wpa2,US,NV,Duke Ellington Way,,,89119-1001
36.09687042,-115.17571259,BoldynPasspoint,0,20240412-00000,2024-04-13T01:00:00.000Z,2024-04-12T23:00:00.000Z,2024-04-13T03:00:00.000Z,00:27:90:4D:7F:6F,,infra,,2,0,?,?,?,False,100,cae505 f4f5e8f5f4,wpa2,US,NV,Luxor - Excalibur,,,89119-1001
36.09740829,-115.17776489,BoldynPasspoint,0,20240211-00000,2024-02-11T23:00:00.000Z,2024-02-11T16:00:00.000Z,2024-02-11T16:00:00.000Z,00:27:90:4D:94:AF,,infra,,2,0,?,?,?,False,52,cae505 f4f5e8f5f4,wpa2,US,NV,Luxor Drive,,,89158
34.05765533,-118.41867828,_Westfield CO,0,20240413-00000,2024-04-13T21:00:00.000Z,2024-04-13T20:00:00.000Z,2024-04-14T01:00:00.000Z,00:2A:10:D6:2B:57,,infra,,2,0,?,?,?,False,6,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.05765533,-118.41867828,_Westfield CO,0,20240413-00000,2024-04-13T21:00:00.000Z,2024-04-13T20:00:00.000Z,2024-04-14T01:00:00.000Z,00:2A:10:D6:2B:58,,infra,,2,0,?,?,?,False,128,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.0578804,-118.4189682,_Westfield CO,0,20240413-00000,2024-04-13T21:00:00.000Z,2024-04-13T20:00:00.000Z,2024-04-14T01:00:00.000Z,00:2A:10:FF:D6:08,,infra,,2,0,?,?,?,False,128,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.06042862,-118.41849518,_Westfield CO,0,20240428-00000,2024-04-29T01:00:00.000Z,2024-04-28T19:00:00.000Z,2024-04-28T21:00:00.000Z,00:2A:10:FF:D8:07,,infra,,2,0,?,?,?,False,1,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
34.06043243,-118.41844177,_Westfield CO,0,20240428-00000,2024-04-29T01:00:00.000Z,2024-04-28T19:00:00.000Z,2024-04-28T21:00:00.000Z,00:2A:10:FF:D8:08,,infra,,2,0,?,?,?,False,140,f4f5e8f5f4,wpa2,US,CA,Santa Monica Boulevard,Los Angeles,10250,90067
33.41106033,-112.06469727,XNET Passpoint,0,20240702-00000,2024-07-01T05:00:00.000Z,2024-07-02T11:00:00.000Z,2024-07-02T12:00:00.000Z,00:33:58:5E:F2:E0,,infra,,2,0,?,?,?,False,6,baa2d00100 baa2d00000 f4f5e8f5f4,wpa2,US,AZ,South 7th Street,Phoenix,,85034-5120
25.79158211,-80.13184357,XNET Passpoint,0,20240713-00000,2024-07-13T22:00:00.000Z,2024-07-13T17:00:00.000Z,2024-07-13T20:00:00.000Z,00:33:58:66:32:D0,,infra,,2,0,?,?,?,False,11,baa2d00100 baa2d00000 f4f5e8f5f4,wpa2,US,FL,Washington Avenue,Miami Beach,,33139
25.79416084,-80.13192749,XNET Passpoint,0,20240713-00000,2024-07-13T22:00:00.000Z,2024-07-13T17:00:00.000Z,2024-07-13T20:00:00.000Z,00:33:58:A6:32:D0,,infra,,2,0,?,?,?,False,48,baa2d00100 baa2d00000 f4f5e8f5f4,wpa2,US,FL,Washington Avenue,Miami Beach,1809,33139
29.59156418,-95.63088989,HM_OPENROAMING,0,20240502-00000,2024-05-02T17:00:00.000Z,2024-05-02T10:00:00.000Z,2024-05-02T11:00:00.000Z,00:3A:7D:73:4D:F5,,infra,,2,0,?,?,?,False,48,4096 5a03ba1000,wpa2,US,TX,Southwest Freeway,Sugar Land,,77479
41.46102905,-81.99100494,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:2F:37,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.46108246,-81.99125671,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:32:C7,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.15906525,-81.40520477,.p,6,20240112-00000,2024-01-12T21:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:3B:C9,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.46105576,-81.99119568,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:3C:57,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.46108246,-81.99125671,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:3F:27,,infra,,2,0,?,?,?,False,157,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.30950928,-84.35729218,.p,0,20240626-00000,2024-06-18T16:00:00.000Z,2024-06-26T09:00:00.000Z,2024-06-26T09:00:00.000Z,00:3E:73:1A:3F:58,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,North Clinton Street,,1961,43512
41.30932999,-84.35729218,.p,1,20240626-00000,2024-05-24T16:00:00.000Z,2024-06-26T09:00:00.000Z,2024-06-26T09:00:00.000Z,00:3E:73:1A:40:78,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,North Clinton Street,,1961,43512
39.84942245,-82.77776337,.p,2,20240210-00000,2024-02-10T18:00:00.000Z,2024-06-09T00:00:00.000Z,2024-06-09T00:00:00.000Z,00:3E:73:1A:40:A7,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Meijer Drive,,8300,43110
39.44245911,-87.33079529,.p,0,20240504-00000,2024-05-05T01:00:00.000Z,2024-05-04T19:00:00.000Z,2024-05-04T20:00:00.000Z,00:3E:73:1A:41:38,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,IN,New Margaret Drive,Terre Haute,5600,47803
41.30944061,-84.35730743,.p,1,20240626-00000,2024-05-24T16:00:00.000Z,2024-06-26T09:00:00.000Z,2024-06-26T10:00:00.000Z,00:3E:73:1A:43:78,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,North Clinton Street,,1961,43512
41.30939865,-84.35732269,.p,0,20240626-00000,2024-05-24T16:00:00.000Z,2024-06-26T09:00:00.000Z,2024-06-26T10:00:00.000Z,00:3E:73:1A:43:D8,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,North Clinton Street,,1961,43512
41.15908051,-81.40513611,.p,6,20240112-00000,2024-01-12T21:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:49:79,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15914154,-81.40504456,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:4C:79,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15925217,-81.40531921,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:4F:79,,infra,,2,0,?,?,?,False,153,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
39.8466835,-82.7792511,.p,1,20240418-00000,2024-04-18T20:00:00.000Z,2024-05-11T21:00:00.000Z,2024-05-11T21:00:00.000Z,00:3E:73:1A:50:97,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kings Crossing,,,43110
39.84658813,-82.77941132,.p,1,20240418-00000,2024-04-18T20:00:00.000Z,2024-05-11T21:00:00.000Z,2024-05-11T21:00:00.000Z,00:3E:73:1A:50:F7,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kings Crossing,,,43110
41.46108246,-81.99125671,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:52:47,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
39.84930801,-82.77776337,.p,1,20240210-00000,2024-02-10T18:00:00.000Z,2024-05-11T21:00:00.000Z,2024-05-11T21:00:00.000Z,00:3E:73:1A:52:77,,infra,,2,0,?,?,?,False,153,310410 313100 310280,wpa2,US,OH,Meijer Drive,,8300,43110
39.84951782,-82.777771,.p,1,20240210-00000,2024-02-10T18:00:00.000Z,2024-06-09T00:00:00.000Z,2024-06-09T00:00:00.000Z,00:3E:73:1A:52:D7,,infra,,2,0,?,?,?,False,44,310410 313100 310280,wpa2,US,OH,Meijer Drive,,8300,43110
39.84944916,-82.77779388,.p,2,20240210-00000,2024-02-10T18:00:00.000Z,2024-06-09T00:00:00.000Z,2024-06-09T00:00:00.000Z,00:3E:73:1A:53:07,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Meijer Drive,,8300,43110
39.44223785,-87.33068848,.p,0,20240504-00000,2024-05-05T01:00:00.000Z,2024-05-04T19:00:00.000Z,2024-05-04T20:00:00.000Z,00:3E:73:1A:56:98,,infra,,2,0,?,?,?,False,153,310410 313100 310280,wpa2,US,IN,New Margaret Drive,Terre Haute,5600,47803
39.84942245,-82.77779388,.p,2,20240210-00000,2024-02-10T18:00:00.000Z,2024-06-09T00:00:00.000Z,2024-06-09T00:00:00.000Z,00:3E:73:1A:58:D7,,infra,,2,0,?,?,?,False,157,310410 313100 310280,wpa2,US,OH,Meijer Drive,,8300,43110
39.44163513,-87.33068085,.p,0,20240504-00000,2024-05-05T01:00:00.000Z,2024-05-04T19:00:00.000Z,2024-05-04T20:00:00.000Z,00:3E:73:1A:59:98,,infra,,2,0,?,?,?,False,40,310410 313100 310280,wpa2,US,IN,New Margaret Drive,Terre Haute,5600,47803
39.44182587,-87.33068085,.p,0,20240504-00000,2024-05-05T01:00:00.000Z,2024-05-04T19:00:00.000Z,2024-05-04T20:00:00.000Z,00:3E:73:1A:59:F8,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,IN,New Margaret Drive,Terre Haute,5600,47803
39.44196701,-87.33068848,.p,0,20240504-00000,2024-05-05T01:00:00.000Z,2024-05-04T19:00:00.000Z,2024-05-04T20:00:00.000Z,00:3E:73:1A:5A:28,,infra,,2,0,?,?,?,False,40,310410 313100 310280,wpa2,US,IN,New Margaret Drive,Terre Haute,5600,47803
41.46108246,-81.99125671,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:5A:87,,infra,,2,0,?,?,?,False,52,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.15911102,-81.40524292,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5B:49,,infra,,2,0,?,?,?,False,52,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15906143,-81.40537262,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5B:D9,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.1590004,-81.40529633,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5C:09,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15926743,-81.40518188,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5C:39,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15923691,-81.40536499,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5C:C9,,infra,,2,0,?,?,?,False,44,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15926743,-81.40520477,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5D:29,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15924454,-81.40559387,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:5E:A9,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15899658,-81.40524292,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:60:29,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15927887,-81.40525818,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:60:B9,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15912628,-81.40530396,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:60:E9,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15903091,-81.40507507,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:63:E9,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15896988,-81.40516663,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:64:19,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15917969,-81.40496063,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:64:79,,infra,,2,0,?,?,?,False,40,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15936279,-81.4054184,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:64:D9,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15924454,-81.40544891,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:65:39,,infra,,2,0,?,?,?,False,157,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.1593399,-81.40552521,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:67:A9,,infra,,2,0,?,?,?,False,60,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15897751,-81.40528107,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:67:D9,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.46108246,-81.99125671,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:68:37,,infra,,2,0,?,?,?,False,44,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.15895462,-81.40534973,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:68:69,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.46108246,-81.99125671,.p,0,20240213-00000,2024-02-13T22:00:00.000Z,2024-02-13T15:00:00.000Z,2024-02-13T15:00:00.000Z,00:3E:73:1A:68:C7,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Nagel Road,,1810,44011
41.15937042,-81.40542603,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6A:19,,infra,,2,0,?,?,?,False,157,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15897369,-81.40519714,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6A:49,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15896225,-81.40535736,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6A:79,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15931702,-81.40555573,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6A:A9,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15934372,-81.4057312,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6A:D9,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15884781,-81.4052887,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6B:39,,infra,,2,0,?,?,?,False,52,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.1590004,-81.4052124,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6B:69,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15903473,-81.40522766,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6B:C9,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15883636,-81.40531158,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6C:E9,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15882111,-81.40531921,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6E:39,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15926361,-81.405159,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6E:69,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15891647,-81.40534973,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:6E:C9,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
39.83716965,-83.08125305,.p,0,20240129-00000,2024-01-29T19:00:00.000Z,2024-01-29T11:00:00.000Z,2024-01-29T11:00:00.000Z,00:3E:73:1A:6F:E7,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,OH,London - Groveport Road,,2811,43123
41.15936661,-81.40543365,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:70:19,,infra,,2,0,?,?,?,False,153,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.1591835,-81.40509033,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:70:79,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.47224808,-87.01816559,.p,0,20240312-00000,2024-03-11T20:00:00.000Z,2024-03-12T15:00:00.000Z,2024-03-12T16:00:00.000Z,00:3E:73:1A:70:A8,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,IN,Porter's Vale Boulevard,Valparaiso,405,46383
41.15912628,-81.40551758,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:70:D9,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15897369,-81.40544128,.p,5,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:71:39,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.15912247,-81.4052887,.p,6,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:71:C9,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
41.47267151,-87.0181427,.p,0,20240312-00000,2024-03-11T20:00:00.000Z,2024-03-12T15:00:00.000Z,2024-03-12T16:00:00.000Z,00:3E:73:1A:72:88,,infra,,2,0,?,?,?,False,36,310410 313100 310280,wpa2,US,IN,Porter's Vale Boulevard,Valparaiso,405,46383
41.47223663,-87.0181427,.p,0,20240312-00000,2024-03-11T20:00:00.000Z,2024-03-12T15:00:00.000Z,2024-03-12T16:00:00.000Z,00:3E:73:1A:73:18,,infra,,2,0,?,?,?,False,149,310410 313100 310280,wpa2,US,IN,Porter's Vale Boulevard,Valparaiso,405,46383
41.47224808,-87.01816559,.p,0,20240312-00000,2024-03-11T20:00:00.000Z,2024-03-12T15:00:00.000Z,2024-03-12T16:00:00.000Z,00:3E:73:1A:73:48,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,IN,Porter's Vale Boulevard,Valparaiso,405,46383
41.47242737,-87.01815033,.p,0,20240312-00000,2024-03-11T20:00:00.000Z,2024-03-12T15:00:00.000Z,2024-03-12T16:00:00.000Z,00:3E:73:1A:74:08,,infra,,2,0,?,?,?,False,48,310410 313100 310280,wpa2,US,IN,Porter's Vale Boulevard,Valparaiso,405,46383
41.47250366,-87.0181427,.p,0,20240312-00000,2024-03-11T20:00:00.000Z,2024-03-12T15:00:00.000Z,2024-03-12T16:00:00.000Z,00:3E:73:1A:74:68,,infra,,2,0,?,?,?,False,64,310410 313100 310280,wpa2,US,IN,Porter's Vale Boulevard,Valparaiso,405,46383
41.15884399,-81.40537262,.p,4,20240112-00000,2024-01-12T22:00:00.000Z,2024-02-16T14:00:00.000Z,2024-02-16T14:00:00.000Z,00:3E:73:1A:76:A9,,infra,,2,0,?,?,?,False,161,310410 313100 310280,wpa2,US,OH,Kent Road,,4303,44224
